blackout,city,city_code,date,day,day_importance,day_of_year,frankfurt_shutdown,holiday,holiday_name,id,is_leap_year,mini_shutdown,month,mov_change,order_mean,orders,part_of_year,precipitation,precipitation_lamda_0,precipitation_levels,quarter,school_holidays,shops_closed,shutdown,snow,snow_lamda_m2,snow_levels,user_activity_1,user_activity_1_levels,user_activity_2,warehouse,warehouse_code,warehouse_limited,weekday,weekend,winter_school_holidays,year
0,Prague,4,2021-02-06,6,0.01,37,0,0,,Prague_1_2021-02-06,0,0,2,0.0,5528.0,7740,0,3.6,1.2812115846667382,-1,1,0,0,0,3.0,0.44448146297118996,-2,1729,4,33106,Prague_1,4,0,6,1,0,2021
0,Prague,4,2021-02-07,7,0.01,38,0,0,,Prague_1_2021-02-07,0,0,2,0.0,5528.0,7854,0,4.8,1.5688242295488033,-1,1,0,0,0,5.0,0.48000799760063984,-2,1771,4,33194,Prague_1,4,0,7,1,0,2021
0,Prague,4,2021-02-08,8,0.01,39,0,0,,Prague_1_2021-02-08,0,0,2,0.0,5528.0,8029,0,10.2,2.3224857547003817,-1,1,0,0,0,11.0,0.4958685198074026,-2,1770,4,33255,Prague_1,4,0,1,0,0,2021
0,Prague,4,2021-02-09,9,0.01,40,0,0,,Prague_1_2021-02-09,0,0,2,0.0,5528.0,8232,0,1.5,0.40613155265132483,-2,1,0,0,0,15.0,0.49777807404444707,-2,1794,4,33366,Prague_1,4,0,2,0,0,2021
0,Prague,4,2021-02-10,10,0.01,41,0,0,,Prague_1_2021-02-10,0,0,2,0.0,5528.0,8046,0,0.2,-1.6044503709230613,-2,1,0,0,0,15.0,0.49777807404444707,-2,1780,4,33464,Prague_1,4,0,3,0,0,2021
0,Prague,4,2021-02-11,11,0.01,42,0,0,,Prague_1_2021-02-11,0,0,2,0.0,5528.0,8332,0,0.3,-1.2006450142332614,-2,1,0,0,0,15.0,0.49777807404444707,-2,1836,4,33560,Prague_1,4,0,4,0,0,2021
0,Prague,4,2021-02-12,12,0.01,43,0,0,,Prague_1_2021-02-12,0,0,2,0.0,5528.0,8028,0,0.0,-6.907755278982137,-3,1,0,0,0,14.0,0.4974493439842811,-2,1776,4,33625,Prague_1,4,0,5,1,0,2021
0,Prague,4,2021-02-13,13,0.01,44,0,0,,Prague_1_2021-02-13,0,0,2,0.0,5528.0,7748,0,0.0,-6.907755278982137,-3,1,0,0,0,12.0,0.49652835640915155,-2,1760,4,33620,Prague_1,4,0,6,1,0,2021
0,Prague,4,2021-02-14,14,0.01,45,0,0,,Prague_1_2021-02-14,0,0,2,0.0,5528.0,7568,0,0.0,-6.907755278982137,-3,1,0,0,0,12.0,0.49652835640915155,-2,1778,4,33685,Prague_1,4,0,7,1,0,2021
0,Prague,4,2021-02-15,15,0.01,46,0,0,,Prague_1_2021-02-15,0,0,2,0.0,5528.0,7681,0,1.4,0.3371862673548698,-2,1,0,0,0,12.0,0.49652835640915155,-2,1772,4,33656,Prague_1,4,0,1,0,0,2021
0,Prague,4,2021-02-16,16,0.01,47,0,0,,Prague_1_2021-02-16,0,0,2,0.0,5528.0,7816,0,1.8,0.588342066193819,-2,1,0,0,0,12.0,0.49652835640915155,-2,1736,4,33721,Prague_1,4,0,2,0,0,2021
0,Prague,4,2021-02-17,17,0.01,48,0,0,,Prague_1_2021-02-17,0,0,2,0.0,5528.0,8150,0,2.0,0.6936470556015963,-2,1,0,0,0,6.0,0.4861157395835905,-2,1837,4,33816,Prague_1,4,0,3,0,0,2021
0,Prague,4,2021-02-18,18,0.01,49,0,0,,Prague_1_2021-02-18,0,0,2,0.0,5528.0,7603,0,0.3,-1.2006450142332614,-2,1,0,0,0,2.0,0.375124906312461,-2,1754,4,33816,Prague_1,4,0,4,0,0,2021
0,Prague,4,2021-02-19,19,0.01,50,0,0,,Prague_1_2021-02-19,0,0,2,0.0,5528.0,8077,0,0.0,-6.907755278982137,-3,1,0,0,0,0.0,-499999.49999999977,-4,1777,4,33876,Prague_1,4,0,5,1,0,2021
0,Prague,4,2021-02-20,20,0.01,51,0,0,,Prague_1_2021-02-20,0,0,2,0.0,5528.0,7922,0,0.0,-6.907755278982137,-3,1,0,0,0,0.0,-499999.49999999977,-4,1774,4,33921,Prague_1,4,0,6,1,0,2021
0,Prague,4,2021-02-21,21,0.01,52,0,0,,Prague_1_2021-02-21,0,0,2,0.0,5528.0,7754,0,0.0,-6.907755278982137,-3,1,0,0,0,0.0,-499999.49999999977,-4,1794,4,33964,Prague_1,4,0,7,1,0,2021
0,Prague,4,2021-02-22,22,0.01,53,0,0,,Prague_1_2021-02-22,0,0,2,0.0,5528.0,8064,0,0.0,-6.907755278982137,-3,1,0,0,0,0.0,-499999.49999999977,-4,1806,4,34040,Prague_1,4,0,1,0,0,2021
0,Prague,4,2021-02-23,23,0.01,54,0,0,,Prague_1_2021-02-23,0,0,2,0.0,5528.0,8533,0,0.0,-6.907755278982137,-3,1,0,0,0,0.0,-499999.49999999977,-4,1861,4,34195,Prague_1,4,0,2,0,0,2021
0,Prague,4,2021-02-24,24,0.01,55,0,0,,Prague_1_2021-02-24,0,0,2,0.0,5528.0,8310,0,0.0,-6.907755278982137,-3,1,0,0,0,0.0,-499999.49999999977,-4,1856,4,34335,Prague_1,4,0,3,0,0,2021
0,Prague,4,2021-02-25,25,0.01,56,0,0,,Prague_1_2021-02-25,0,0,2,0.0,5528.0,8510,0,0.0,-6.907755278982137,-3,1,0,0,0,0.0,-499999.49999999977,-4,1820,4,34492,Prague_1,4,0,4,0,0,2021
0,Prague,4,2021-02-26,26,0.01,57,0,0,,Prague_1_2021-02-26,0,0,2,0.0,5528.0,8221,0,0.0,-6.907755278982137,-3,1,0,0,0,0.0,-499999.49999999977,-4,1795,4,34623,Prague_1,4,0,5,1,0,2021
0,Prague,4,2021-02-27,27,0.01,58,0,0,,Prague_1_2021-02-27,0,0,2,0.0,5528.0,7636,0,4.3,1.4588475538015993,-1,1,0,0,0,0.0,-499999.49999999977,-4,1832,4,34707,Prague_1,4,0,6,1,0,2021
0,Prague,4,2021-02-28,28,0.01,59,0,0,,Prague_1_2021-02-28,0,0,2,0.0,5528.0,6914,0,0.0,-6.907755278982137,-3,1,0,0,0,0.0,-499999.49999999977,-4,1774,4,34748,Prague_1,4,0,7,1,0,2021
0,Prague,4,2021-03-01,1,0.01,60,0,0,,Prague_1_2021-03-01,0,0,3,0.0,5528.0,6888,0,0.0,-6.907755278982137,-3,1,0,0,0,0.0,-499999.49999999977,-4,1818,4,34762,Prague_1,4,0,1,0,1,2021
0,Prague,4,2021-03-02,2,0.01,61,0,0,,Prague_1_2021-03-02,0,0,3,0.0,5528.0,7554,0,0.0,-6.907755278982137,-3,1,0,0,0,0.0,-499999.49999999977,-4,1830,4,34879,Prague_1,4,0,2,0,1,2021
0,Prague,4,2021-03-03,3,0.01,62,0,0,,Prague_1_2021-03-03,0,0,3,0.0,5528.0,7718,0,0.0,-6.907755278982137,-3,1,0,0,0,0.0,-499999.49999999977,-4,1820,4,34978,Prague_1,4,0,3,0,1,2021
0,Prague,4,2021-03-04,4,0.01,63,0,0,,Prague_1_2021-03-04,0,0,3,0.0,5528.0,7849,0,0.0,-6.907755278982137,-3,1,0,0,0,0.0,-499999.49999999977,-4,1816,4,35050,Prague_1,4,0,4,0,1,2021
0,Prague,4,2021-03-05,5,0.01,64,0,0,,Prague_1_2021-03-05,0,0,3,0.0,5528.0,7890,0,13.0,2.5650262775800314,-1,1,0,0,0,0.0,-499999.49999999977,-4,1825,4,35092,Prague_1,4,0,5,1,1,2021
0,Prague,4,2021-03-06,6,0.01,65,0,0,,Prague_1_2021-03-06,0,0,3,0.0,5528.0,8086,0,0.8,-0.22189433191377778,-2,1,0,0,0,0.0,-499999.49999999977,-4,1858,4,35172,Prague_1,4,0,6,1,1,2021
0,Prague,4,2021-03-07,7,0.01,66,0,0,,Prague_1_2021-03-07,0,0,3,0.0,5528.0,8432,0,0.0,-6.907755278982137,-3,1,0,0,0,0.0,-499999.49999999977,-4,1854,4,35233,Prague_1,4,0,7,1,1,2021
0,Prague,4,2021-03-08,8,0.29,67,0,0,International womens day,Prague_1_2021-03-08,0,0,3,0.0,5914.0,8212,0,2.0,0.6936470556015963,-2,1,0,0,0,1.0,0.0009985019975028864,-2,1825,4,35299,Prague_1,4,0,1,0,1,2021
0,Prague,4,2021-03-09,9,0.01,68,0,0,,Prague_1_2021-03-09,0,0,3,0.0,5528.0,8558,0,0.0,-6.907755278982137,-3,1,0,0,0,0.0,-499999.49999999977,-4,1814,4,35362,Prague_1,4,0,2,0,1,2021
0,Prague,4,2021-03-10,10,0.01,69,0,0,,Prague_1_2021-03-10,0,0,3,0.0,5528.0,8522,0,0.0,-6.907755278982137,-3,1,0,0,0,0.0,-499999.49999999977,-4,1837,4,35438,Prague_1,4,0,3,0,1,2021
0,Prague,4,2021-03-11,11,0.01,70,0,0,,Prague_1_2021-03-11,0,0,3,0.0,5528.0,8554,0,0.3,-1.2006450142332614,-2,1,0,0,0,0.0,-499999.49999999977,-4,1879,4,35443,Prague_1,4,0,4,0,1,2021
0,Prague,4,2021-03-12,12,0.01,71,0,0,,Prague_1_2021-03-12,0,0,3,0.0,5528.0,8155,0,1.0,0.0009995003330834232,-2,1,0,0,0,0.0,-499999.49999999977,-4,1801,4,35384,Prague_1,4,0,5,1,1,2021
0,Prague,4,2021-03-13,13,0.01,72,0,0,,Prague_1_2021-03-13,0,0,3,0.0,5528.0,8426,0,0.0,-6.907755278982137,-3,1,0,0,0,0.0,-499999.49999999977,-4,1834,4,35326,Prague_1,4,0,6,1,1,2021
0,Prague,4,2021-03-14,14,0.01,73,0,0,,Prague_1_2021-03-14,0,0,3,0.0,5528.0,7984,0,0.0,-6.907755278982137,-3,1,0,0,0,0.0,-499999.49999999977,-4,1822,4,35353,Prague_1,4,0,7,1,1,2021
0,Prague,4,2021-03-15,15,0.01,74,0,0,,Prague_1_2021-03-15,0,0,3,0.0,5528.0,8371,0,0.0,-6.907755278982137,-3,1,0,0,0,0.0,-499999.49999999977,-4,1846,4,35417,Prague_1,4,0,1,0,0,2021
0,Prague,4,2021-03-16,16,0.01,75,0,0,,Prague_1_2021-03-16,0,0,3,0.0,5528.0,8641,0,0.5,-0.6911491778972723,-2,1,0,0,0,0.0,-499999.49999999977,-4,1826,4,35483,Prague_1,4,0,2,0,0,2021
0,Prague,4,2021-03-17,17,0.01,76,0,0,,Prague_1_2021-03-17,0,0,3,0.0,5528.0,8760,0,1.0,0.0009995003330834232,-2,1,0,0,0,1.0,0.0009985019975028864,-2,1772,4,35546,Prague_1,4,0,3,0,0,2021
0,Prague,4,2021-03-18,18,0.01,77,0,0,,Prague_1_2021-03-18,0,0,3,0.0,5528.0,8560,0,0.5,-0.6911491778972723,-2,1,0,0,0,0.0,-499999.49999999977,-4,1788,4,35578,Prague_1,4,0,4,0,0,2021
0,Prague,4,2021-03-19,19,0.01,78,0,0,,Prague_1_2021-03-19,0,0,3,0.0,5528.0,8574,0,1.0,0.0009995003330834232,-2,1,0,0,0,0.0,-499999.49999999977,-4,1772,4,35498,Prague_1,4,0,5,1,0,2021
0,Prague,4,2021-03-20,20,0.01,79,0,0,,Prague_1_2021-03-20,0,0,3,0.0,5528.0,8482,0,2.3,0.8333438110532287,-2,1,0,0,0,1.0,0.0009985019975028864,-2,1792,4,35542,Prague_1,4,0,6,1,0,2021
